0,/dataset/ACRIMA/Glaucoma/Im507_g_ACRIMA.jpg
1,/dataset/ACRIMA/Glaucoma/Im559_g_ACRIMA.jpg
2,/dataset/ACRIMA/Glaucoma/Im571_g_ACRIMA.jpg
3,/dataset/ACRIMA/Glaucoma/Im570_g_ACRIMA.jpg
4,/dataset/ACRIMA/Glaucoma/Im569_g_ACRIMA.jpg
5,/dataset/ACRIMA/Glaucoma/Im567_g_ACRIMA.jpg
6,/dataset/ACRIMA/Glaucoma/Im566_g_ACRIMA.jpg
7,/dataset/ACRIMA/Glaucoma/Im564_g_ACRIMA.jpg
8,/dataset/ACRIMA/Glaucoma/Im563_g_ACRIMA.jpg
9,/dataset/ACRIMA/Glaucoma/Im561_g_ACRIMA.jpg
10,/dataset/ACRIMA/Glaucoma/Im560_g_ACRIMA.jpg
11,/dataset/ACRIMA/Glaucoma/Im397_g_ACRIMA.jpg
12,/dataset/ACRIMA/Glaucoma/Im575_g_ACRIMA.jpg
13,/dataset/ACRIMA/Glaucoma/Im398_g_ACRIMA.jpg
14,/dataset/ACRIMA/Glaucoma/Im556_g_ACRIMA.jpg
15,/dataset/ACRIMA/Glaucoma/Im555_g_ACRIMA.jpg
