0,/dataset/ACRIMA/Healthy/Im231_ACRIMA.jpg
1,/dataset/ACRIMA/Healthy/Im067_ACRIMA.jpg
2,/dataset/ACRIMA/Healthy/Im226_ACRIMA.jpg
3,/dataset/ACRIMA/Healthy/Im227_ACRIMA.jpg
4,/dataset/ACRIMA/Healthy/Im228_ACRIMA.jpg
5,/dataset/ACRIMA/Healthy/Im176_ACRIMA.jpg
6,/dataset/ACRIMA/Healthy/Im232_ACRIMA.jpg
7,/dataset/ACRIMA/Healthy/Im233_ACRIMA.jpg
8,/dataset/ACRIMA/Healthy/Im234_ACRIMA.jpg
9,/dataset/ACRIMA/Healthy/Im073_ACRIMA.jpg
10,/dataset/ACRIMA/Healthy/Im236_ACRIMA.jpg
11,/dataset/ACRIMA/Healthy/Im070_ACRIMA.jpg
12,/dataset/ACRIMA/Healthy/Im069_ACRIMA.jpg
13,/dataset/ACRIMA/Healthy/Im120_ACRIMA.jpg
14,/dataset/ACRIMA/Healthy/Im076_ACRIMA.jpg
15,/dataset/ACRIMA/Healthy/Im241_ACRIMA.jpg
