image_name,Class,glaucoma,normal
r1_Im069.png,glaucoma,0.00000,1.00000
r1_Im103.png,glaucoma,0.00347,0.99653
r1_Im113.png,glaucoma,0.00001,0.99999
r1_Im117.png,glaucoma,0.01798,0.98202
r1_Im118.png,glaucoma,0.00514,0.99486
r1_Im120.png,glaucoma,0.00079,0.99921
r1_Im121.png,glaucoma,0.00060,0.99940
r1_Im122.png,glaucoma,0.00030,0.99970
r1_Im135.png,glaucoma,0.00072,0.99928
r1_Im144.png,glaucoma,0.00017,0.99983
r1_Im158.png,glaucoma,0.00013,0.99987
r1_Im167.png,glaucoma,0.55301,0.44699
r2_Im257.png,glaucoma,0.00000,1.00000
r2_Im258.png,glaucoma,0.00009,0.99991
r2_Im260.png,glaucoma,0.00011,0.99989
r2_Im263.png,glaucoma,0.00007,0.99993
r2_Im264.png,glaucoma,0.00003,0.99997
r2_Im266.png,glaucoma,0.00069,0.99931
r2_Im267.png,glaucoma,0.00046,0.99954
r2_Im268.png,glaucoma,0.00029,0.99971
r2_Im269.png,glaucoma,0.00011,0.99989
r2_Im270.png,glaucoma,0.00017,0.99983
r2_Im273.png,glaucoma,0.00159,0.99841
r2_Im275.png,glaucoma,0.00013,0.99987
r2_Im277.png,glaucoma,0.99823,0.00177
r2_Im281.png,glaucoma,0.00003,0.99997
r2_Im287.png,glaucoma,0.00000,1.00000
r2_Im288.png,glaucoma,0.00208,0.99792
r2_Im289.png,glaucoma,0.00002,0.99998
r2_Im290.png,glaucoma,0.00108,0.99892
r2_Im291.png,glaucoma,0.00061,0.99939
r2_Im292.png,glaucoma,0.00624,0.99376
r2_Im293.png,glaucoma,0.00002,0.99998
r2_Im294.png,glaucoma,0.00024,0.99976
r2_Im301.png,glaucoma,0.00012,0.99988
r2_Im302.png,glaucoma,0.00839,0.99161
r2_Im303.png,glaucoma,0.00010,0.99990
r2_Im305.png,glaucoma,0.00001,0.99999
r2_Im314.png,glaucoma,0.00020,0.99980
r2_Im315.png,glaucoma,0.00135,0.99865
r2_Im317.png,glaucoma,0.06398,0.93602
r2_Im318.png,glaucoma,0.00690,0.99310
r2_Im319.png,glaucoma,0.00016,0.99984
r2_Im320.png,glaucoma,0.00034,0.99966
r2_Im321.png,glaucoma,0.00004,0.99996
r2_Im324.png,glaucoma,0.00706,0.99294
r2_Im329.png,glaucoma,0.00026,0.99974
r2_Im330.png,glaucoma,0.00031,0.99969
r2_Im331.png,glaucoma,0.02664,0.97336
r2_Im332.png,glaucoma,0.01439,0.98561
r2_Im333.png,glaucoma,0.00000,1.00000
r2_Im334.png,glaucoma,0.01328,0.98672
r2_Im338.png,glaucoma,0.00275,0.99725
r2_Im339.png,glaucoma,0.00095,0.99905
r2_Im343.png,glaucoma,0.00004,0.99996
r2_Im344.png,glaucoma,0.00003,0.99997
r2_Im347.png,glaucoma,0.00327,0.99673
r2_Im348.png,glaucoma,0.00022,0.99978
r2_Im351.png,glaucoma,0.00023,0.99977
r2_Im352.png,glaucoma,0.00000,1.00000
r2_Im354.png,glaucoma,0.00000,1.00000
r2_Im355.png,glaucoma,0.00001,0.99999
r2_Im356.png,glaucoma,0.00006,0.99994
r2_Im357.png,glaucoma,0.00001,0.99999
r2_Im358.png,glaucoma,0.00002,0.99998
r2_Im362.png,glaucoma,0.00008,0.99992
r2_Im365.png,glaucoma,0.00013,0.99987
r2_Im366.png,glaucoma,0.00000,1.00000
r2_Im369.png,glaucoma,0.00050,0.99950
r2_Im373.png,glaucoma,0.00236,0.99764
r2_Im376.png,glaucoma,0.00028,0.99972
r2_Im377.png,glaucoma,0.00063,0.99937
r2_Im383.png,glaucoma,0.00016,0.99984
r2_Im384.png,glaucoma,0.00789,0.99211
r2_Im385.png,glaucoma,0.99994,0.00006
r2_Im387.png,glaucoma,0.00004,0.99996
r2_Im388.png,glaucoma,0.00000,1.00000
r2_Im389.png,glaucoma,0.00000,1.00000
r2_Im390.png,glaucoma,0.00000,1.00000
r2_Im391.png,glaucoma,0.00025,0.99975
r2_Im392.png,glaucoma,0.00000,1.00000
r2_Im393.png,glaucoma,0.00003,0.99997
r2_Im398.png,glaucoma,0.00061,0.99939
r2_Im399.png,glaucoma,0.00025,0.99975
r2_Im400.png,glaucoma,0.00000,1.00000
r2_Im401.png,glaucoma,0.00634,0.99366
r2_Im402.png,glaucoma,0.88543,0.11457
r2_Im403.png,glaucoma,0.00002,0.99998
r2_Im404.png,glaucoma,0.22263,0.77737
r2_Im406.png,glaucoma,0.00002,0.99998
r2_Im407.png,glaucoma,0.00000,1.00000
r2_Im408.png,glaucoma,0.01791,0.98209
r2_Im414.png,glaucoma,0.00034,0.99966
r2_Im415.png,glaucoma,0.00005,0.99995
r2_Im416.png,glaucoma,0.00000,1.00000
r2_Im418.png,glaucoma,0.00419,0.99581
r2_Im419.png,glaucoma,0.00097,0.99903
r2_Im420.png,glaucoma,0.00016,0.99984
r2_Im421.png,glaucoma,0.00001,0.99999
r2_Im422.png,glaucoma,0.00000,1.00000
r2_Im424.png,glaucoma,0.00000,1.00000
r2_Im427.png,glaucoma,0.00017,0.99983
r2_Im428.png,glaucoma,0.00897,0.99103
r2_Im429.png,glaucoma,0.00022,0.99978
r2_Im432.png,glaucoma,0.00008,0.99992
r2_Im433.png,glaucoma,0.00048,0.99952
r2_Im436.png,glaucoma,0.00268,0.99732
r2_Im439.png,glaucoma,0.00170,0.99830
r2_Im441.png,glaucoma,0.48339,0.51661
r2_Im442.png,glaucoma,0.13067,0.86933
r2_Im443.png,glaucoma,0.00007,0.99993
r2_Im444.png,glaucoma,0.00000,1.00000
r2_Im445.png,glaucoma,0.00000,1.00000
r2_Im448.png,glaucoma,0.00002,0.99998
r2_Im449.png,glaucoma,0.00005,0.99995
r2_Im450.png,glaucoma,0.00000,1.00000
r2_Im451.png,glaucoma,0.00002,0.99998
r2_Im453.png,glaucoma,0.99167,0.00833
r2_Im454.png,glaucoma,0.00069,0.99931
r2_Im455.png,glaucoma,0.00039,0.99961
r3_G-1-L_left_half.png,glaucoma,0.00000,1.00000
r3_G-10-L_left_half.png,glaucoma,0.00733,0.99267
r3_G-11-R_left_half.png,glaucoma,0.00080,0.99920
r3_G-12-L_left_half.png,glaucoma,0.00012,0.99988
r3_G-13-R_left_half.png,glaucoma,0.00083,0.99917
r3_G-14-R_left_half.png,glaucoma,0.00002,0.99998
r3_G-15-L_left_half.png,glaucoma,0.00001,0.99999
r3_G-16-R_left_half.png,glaucoma,0.00038,0.99962
r3_G-17-L_left_half.png,glaucoma,0.00001,0.99999
r3_G-18-R_left_half.png,glaucoma,0.00013,0.99987
r3_G-2-R_left_half.png,glaucoma,0.00000,1.00000
r3_G-22-L_left_half.png,glaucoma,0.00003,0.99997
r3_G-23-R_left_half.png,glaucoma,0.00000,1.00000
r3_G-25-L_left_half.png,glaucoma,0.00000,1.00000
r3_G-27-R_left_half.png,glaucoma,0.00001,0.99999
r3_G-29-R_left_half.png,glaucoma,0.00000,1.00000
r3_G-3-R_left_half.png,glaucoma,0.00001,0.99999
r3_G-30-L_left_half.png,glaucoma,0.00410,0.99590
r3_G-31-R_left_half.png,glaucoma,0.00017,0.99983
r3_G-32-L_left_half.png,glaucoma,0.00009,0.99991
r3_G-33-R_left_half.png,glaucoma,0.02917,0.97083
r3_G-34-L_left_half.png,glaucoma,0.02177,0.97823
r3_G-35-R_left_half.png,glaucoma,0.00001,0.99999
r3_G-37-R_left_half.png,glaucoma,0.00060,0.99940
r3_G-38-L_left_half.png,glaucoma,0.00000,1.00000
r3_G-39-L_left_half.png,glaucoma,0.00036,0.99964
r3_G-6-L_left_half.png,glaucoma,0.00001,0.99999
r3_G-8-R_left_half.png,glaucoma,0.00000,1.00000
r3_G-9-R_left_half.png,glaucoma,0.00003,0.99997
r3_S-1-L_left_half.png,glaucoma,0.00000,1.00000
r3_S-10-R_left_half.png,glaucoma,0.87966,0.12034
r3_S-11-L_left_half.png,glaucoma,0.99758,0.00242
r3_S-12-L_left_half.png,glaucoma,0.00002,0.99998
