0,/dataset/ACRIMA/Glaucoma/Im395_g_ACRIMA.jpg
1,/dataset/ACRIMA/Glaucoma/Im316_g_ACRIMA.jpg
2,/dataset/ACRIMA/Glaucoma/Im313_g_ACRIMA.jpg
3,/dataset/ACRIMA/Glaucoma/Im580_g_ACRIMA.jpg
4,/dataset/ACRIMA/Glaucoma/Im544_g_ACRIMA.jpg
5,/dataset/ACRIMA/Glaucoma/Im590_g_ACRIMA.jpg
6,/dataset/ACRIMA/Glaucoma/Im448_g_ACRIMA.jpg
7,/dataset/ACRIMA/Glaucoma/Im536_g_ACRIMA.jpg
8,/dataset/ACRIMA/Glaucoma/Im505_g_ACRIMA.jpg
9,/dataset/ACRIMA/Glaucoma/Im680_g_ACRIMA.jpg
10,/dataset/ACRIMA/Glaucoma/Im508_g_ACRIMA.jpg
11,/dataset/ACRIMA/Glaucoma/Im542_g_ACRIMA.jpg
12,/dataset/ACRIMA/Glaucoma/Im344_g_ACRIMA.jpg
13,/dataset/ACRIMA/Glaucoma/Im332_g_ACRIMA.jpg
14,/dataset/ACRIMA/Glaucoma/Im507_g_ACRIMA.jpg
15,/dataset/ACRIMA/Glaucoma/Im496_g_ACRIMA.jpg
