0,/dataset/ACRIMA/Glaucoma/Im557_g_ACRIMA.jpg
1,/dataset/ACRIMA/Glaucoma/Im328_g_ACRIMA.jpg
2,/dataset/ACRIMA/Glaucoma/Im511_g_ACRIMA.jpg
3,/dataset/ACRIMA/Glaucoma/Im608_g_ACRIMA.jpg
4,/dataset/ACRIMA/Glaucoma/Im628_g_ACRIMA.jpg
5,/dataset/ACRIMA/Glaucoma/Im620_g_ACRIMA.jpg
6,/dataset/ACRIMA/Glaucoma/Im514_g_ACRIMA.jpg
7,/dataset/ACRIMA/Glaucoma/Im597_g_ACRIMA.jpg
8,/dataset/ACRIMA/Glaucoma/Im366_g_ACRIMA.jpg
9,/dataset/ACRIMA/Glaucoma/Im588_g_ACRIMA.jpg
10,/dataset/ACRIMA/Glaucoma/Im558_g_ACRIMA.jpg
11,/dataset/ACRIMA/Glaucoma/Im693_g_ACRIMA.jpg
12,/dataset/ACRIMA/Glaucoma/Im702_g_ACRIMA.JPG
13,/dataset/ACRIMA/Glaucoma/Im416_g_ACRIMA.jpg
14,/dataset/ACRIMA/Glaucoma/Im329_g_ACRIMA.jpg
15,/dataset/ACRIMA/Glaucoma/Im655_g_ACRIMA.jpg
