0,/dataset/ACRIMA/Glaucoma/Im386_g_ACRIMA.jpg
1,/dataset/ACRIMA/Glaucoma/Im589_g_ACRIMA.jpg
2,/dataset/ACRIMA/Glaucoma/Im542_g_ACRIMA.jpg
3,/dataset/ACRIMA/Glaucoma/Im323_g_ACRIMA.jpg
4,/dataset/ACRIMA/Glaucoma/Im632_g_ACRIMA.jpg
5,/dataset/ACRIMA/Glaucoma/Im334_g_ACRIMA.jpg
6,/dataset/ACRIMA/Glaucoma/Im567_g_ACRIMA.jpg
7,/dataset/ACRIMA/Glaucoma/Im679_g_ACRIMA.jpg
8,/dataset/ACRIMA/Glaucoma/Im549_g_ACRIMA.jpg
9,/dataset/ACRIMA/Glaucoma/Im541_g_ACRIMA.jpg
10,/dataset/ACRIMA/Glaucoma/Im633_g_ACRIMA.jpg
11,/dataset/ACRIMA/Glaucoma/Im675_g_ACRIMA.jpg
12,/dataset/ACRIMA/Glaucoma/Im485_g_ACRIMA.jpg
13,/dataset/ACRIMA/Glaucoma/Im383_g_ACRIMA.jpg
14,/dataset/ACRIMA/Glaucoma/Im410_g_ACRIMA.jpg
15,/dataset/ACRIMA/Glaucoma/Im322_g_ACRIMA.jpg
