0,/dataset/ACRIMA/Glaucoma/Im649_g_ACRIMA.jpg
1,/dataset/ACRIMA/Glaucoma/Im350_g_ACRIMA.jpg
2,/dataset/ACRIMA/Glaucoma/Im536_g_ACRIMA.jpg
3,/dataset/ACRIMA/Glaucoma/Im434_g_ACRIMA.jpg
4,/dataset/ACRIMA/Glaucoma/Im535_g_ACRIMA.jpg
5,/dataset/ACRIMA/Glaucoma/Im541_g_ACRIMA.jpg
6,/dataset/ACRIMA/Glaucoma/Im656_g_ACRIMA.jpg
7,/dataset/ACRIMA/Glaucoma/Im679_g_ACRIMA.jpg
8,/dataset/ACRIMA/Glaucoma/Im479_g_ACRIMA.jpg
9,/dataset/ACRIMA/Glaucoma/Im666_g_ACRIMA.jpg
10,/dataset/ACRIMA/Glaucoma/Im471_g_ACRIMA.jpg
11,/dataset/ACRIMA/Glaucoma/Im614_g_ACRIMA.jpg
12,/dataset/ACRIMA/Glaucoma/Im492_g_ACRIMA.jpg
13,/dataset/ACRIMA/Glaucoma/Im353_g_ACRIMA.jpg
14,/dataset/ACRIMA/Glaucoma/Im646_g_ACRIMA.jpg
15,/dataset/ACRIMA/Glaucoma/Im615_g_ACRIMA.jpg
