0,/dataset/ACRIMA/Healthy/Im154_ACRIMA.jpg
1,/dataset/ACRIMA/Healthy/Im096_ACRIMA.jpg
2,/dataset/ACRIMA/Healthy/Im117_ACRIMA.jpg
3,/dataset/ACRIMA/Healthy/Im211_ACRIMA.jpg
4,/dataset/ACRIMA/Healthy/Im212_ACRIMA.jpg
5,/dataset/ACRIMA/Healthy/Im116_ACRIMA.jpg
6,/dataset/ACRIMA/Healthy/Im115_ACRIMA.jpg
7,/dataset/ACRIMA/Healthy/Im215_ACRIMA.jpg
8,/dataset/ACRIMA/Healthy/Im114_ACRIMA.jpg
9,/dataset/ACRIMA/Healthy/Im217_ACRIMA.jpg
10,/dataset/ACRIMA/Healthy/Im218_ACRIMA.jpg
11,/dataset/ACRIMA/Healthy/Im110_ACRIMA.jpg
12,/dataset/ACRIMA/Healthy/Im109_ACRIMA.jpg
13,/dataset/ACRIMA/Healthy/Im106_ACRIMA.jpg
14,/dataset/ACRIMA/Healthy/Im100_ACRIMA.jpg
15,/dataset/ACRIMA/Healthy/Im097_ACRIMA.jpg
